location,date,vaccine,total_vaccinations
Latvia,5/1/2021,Moderna,75836
Latvia,5/1/2021,Oxford/AstraZeneca,180131
Latvia,5/1/2021,Pfizer/BioNTech,105446
Latvia,5/2/2021,Johnson&Johnson,355
Latvia,5/2/2021,Moderna,75872
Latvia,5/2/2021,Oxford/AstraZeneca,180151
Latvia,5/2/2021,Pfizer/BioNTech,106986
Latvia,5/3/2021,Moderna,76511
Latvia,5/3/2021,Oxford/AstraZeneca,180694
Latvia,5/3/2021,Pfizer/BioNTech,108788
Latvia,5/4/2021,Johnson&Johnson,358
Latvia,5/4/2021,Moderna,76597
Latvia,5/4/2021,Oxford/AstraZeneca,180696
Latvia,5/4/2021,Pfizer/BioNTech,117576
Latvia,5/5/2021,Johnson&Johnson,493
Latvia,5/5/2021,Moderna,80478
Latvia,5/5/2021,Oxford/AstraZeneca,183502
Latvia,5/5/2021,Pfizer/BioNTech,127508
Latvia,5/6/2021,Johnson&Johnson,665
Latvia,5/6/2021,Moderna,84811
Latvia,5/6/2021,Oxford/AstraZeneca,187401
Latvia,5/6/2021,Pfizer/BioNTech,140814
Latvia,5/7/2021,Johnson&Johnson,830
Latvia,5/7/2021,Moderna,88852
Latvia,5/7/2021,Oxford/AstraZeneca,190433
Latvia,5/7/2021,Pfizer/BioNTech,153577
Latvia,5/8/2021,Johnson&Johnson,879
Latvia,5/8/2021,Moderna,90522
Latvia,5/8/2021,Oxford/AstraZeneca,191552
Latvia,5/8/2021,Pfizer/BioNTech,163039
Latvia,5/9/2021,Johnson&Johnson,961
Latvia,5/9/2021,Moderna,90525
Latvia,5/9/2021,Oxford/AstraZeneca,191575
Latvia,5/9/2021,Pfizer/BioNTech,164552
Latvia,5/10/2021,Johnson&Johnson,1086
Latvia,5/10/2021,Moderna,92493
Latvia,5/10/2021,Oxford/AstraZeneca,194037
Latvia,5/10/2021,Pfizer/BioNTech,169583
Latvia,5/11/2021,Johnson&Johnson,1365
Latvia,5/11/2021,Moderna,95057
Latvia,5/11/2021,Oxford/AstraZeneca,196338
Latvia,5/11/2021,Pfizer/BioNTech,182442
Latvia,5/12/2021,Johnson&Johnson,1936
Latvia,5/12/2021,Moderna,98717
Latvia,5/12/2021,Oxford/AstraZeneca,198885
Latvia,5/12/2021,Pfizer/BioNTech,198477
Latvia,5/13/2021,Johnson&Johnson,2597
Latvia,5/13/2021,Moderna,102317
Latvia,5/13/2021,Oxford/AstraZeneca,201770
Latvia,5/13/2021,Pfizer/BioNTech,213787
Latvia,5/14/2021,Johnson&Johnson,3524
Latvia,5/14/2021,Moderna,105321
Latvia,5/14/2021,Oxford/AstraZeneca,205219
Latvia,5/14/2021,Pfizer/BioNTech,228342
Latvia,5/15/2021,Johnson&Johnson,3614
Latvia,5/15/2021,Moderna,105851
Latvia,5/15/2021,Oxford/AstraZeneca,205814
Latvia,5/15/2021,Pfizer/BioNTech,240436
Latvia,5/16/2021,Johnson&Johnson,3634
Latvia,5/16/2021,Moderna,106091
Latvia,5/16/2021,Oxford/AstraZeneca,205853
Latvia,5/16/2021,Pfizer/BioNTech,245167
Latvia,5/17/2021,Johnson&Johnson,4268
Latvia,5/17/2021,Moderna,108719
Latvia,5/17/2021,Oxford/AstraZeneca,208208
Latvia,5/17/2021,Pfizer/BioNTech,251513
Latvia,5/18/2021,Johnson&Johnson,5544
Latvia,5/18/2021,Moderna,113269
Latvia,5/18/2021,Oxford/AstraZeneca,209974
Latvia,5/18/2021,Pfizer/BioNTech,261237
Latvia,5/19/2021,Johnson&Johnson,7461
Latvia,5/19/2021,Moderna,118365
Latvia,5/19/2021,Oxford/AstraZeneca,212107
Latvia,5/19/2021,Pfizer/BioNTech,274930
Latvia,5/20/2021,Johnson&Johnson,9253
Latvia,5/20/2021,Moderna,124265
Latvia,5/20/2021,Oxford/AstraZeneca,214224
Latvia,5/20/2021,Pfizer/BioNTech,286451
Latvia,5/21/2021,Johnson&Johnson,11665
Latvia,5/21/2021,Moderna,128323
Latvia,5/21/2021,Oxford/AstraZeneca,215646
Latvia,5/21/2021,Pfizer/BioNTech,299312
Latvia,5/22/2021,Johnson&Johnson,13147
Latvia,5/22/2021,Moderna,129952
Latvia,5/22/2021,Oxford/AstraZeneca,216069
Latvia,5/22/2021,Pfizer/BioNTech,308519
Latvia,5/23/2021,Johnson&Johnson,13358
Latvia,5/23/2021,Moderna,130801
Latvia,5/23/2021,Oxford/AstraZeneca,216071
Latvia,5/23/2021,Pfizer/BioNTech,310275
Latvia,5/24/2021,Johnson&Johnson,14725
Latvia,5/24/2021,Moderna,133543
Latvia,5/24/2021,Oxford/AstraZeneca,217990
Latvia,5/24/2021,Pfizer/BioNTech,316110
Latvia,5/25/2021,Johnson&Johnson,15847
Latvia,5/25/2021,Moderna,137574
Latvia,5/25/2021,Oxford/AstraZeneca,220271
Latvia,5/25/2021,Pfizer/BioNTech,329091
Latvia,5/26/2021,Johnson&Johnson,16873
Latvia,5/26/2021,Moderna,141572
Latvia,5/26/2021,Oxford/AstraZeneca,223300
Latvia,5/26/2021,Pfizer/BioNTech,342841
Latvia,5/27/2021,Johnson&Johnson,17800
Latvia,5/27/2021,Moderna,145228
Latvia,5/27/2021,Oxford/AstraZeneca,225977
Latvia,5/27/2021,Pfizer/BioNTech,357339
Latvia,5/28/2021,Johnson&Johnson,19231
Latvia,5/28/2021,Moderna,149355
Latvia,5/28/2021,Oxford/AstraZeneca,227865
Latvia,5/28/2021,Pfizer/BioNTech,374493
Latvia,5/29/2021,Johnson&Johnson,20875
Latvia,5/29/2021,Moderna,150009
Latvia,5/29/2021,Oxford/AstraZeneca,228106
Latvia,5/29/2021,Pfizer/BioNTech,383785
Latvia,5/30/2021,Johnson&Johnson,21613
Latvia,5/30/2021,Moderna,150203
Latvia,5/30/2021,Oxford/AstraZeneca,228140
Latvia,5/30/2021,Pfizer/BioNTech,386959
Latvia,5/31/2021,Johnson&Johnson,22669
Latvia,5/31/2021,Moderna,151897
Latvia,5/31/2021,Oxford/AstraZeneca,229730
Latvia,5/31/2021,Pfizer/BioNTech,395595
Latvia,6/1/2021,Johnson&Johnson,23618
Latvia,6/1/2021,Moderna,153647
Latvia,6/1/2021,Oxford/AstraZeneca,232393
Latvia,6/1/2021,Pfizer/BioNTech,411378
Latvia,6/2/2021,Johnson&Johnson,25073
Latvia,6/2/2021,Moderna,156544
Latvia,6/2/2021,Oxford/AstraZeneca,235066
Latvia,6/2/2021,Pfizer/BioNTech,426296
Latvia,6/3/2021,Johnson&Johnson,26149
Latvia,6/3/2021,Moderna,160433
Latvia,6/3/2021,Oxford/AstraZeneca,237388
Latvia,6/3/2021,Pfizer/BioNTech,440727
Latvia,6/4/2021,Johnson&Johnson,27964
Latvia,6/4/2021,Moderna,165207
Latvia,6/4/2021,Oxford/AstraZeneca,238689
Latvia,6/4/2021,Pfizer/BioNTech,452773
Latvia,6/5/2021,Johnson&Johnson,29002
Latvia,6/5/2021,Moderna,166875
Latvia,6/5/2021,Oxford/AstraZeneca,238948
Latvia,6/5/2021,Pfizer/BioNTech,461029
Latvia,6/6/2021,Johnson&Johnson,30083
Latvia,6/6/2021,Moderna,166980
Latvia,6/6/2021,Oxford/AstraZeneca,238958
Latvia,6/6/2021,Pfizer/BioNTech,465031
Latvia,6/7/2021,Johnson&Johnson,31130
Latvia,6/7/2021,Moderna,169217
Latvia,6/7/2021,Oxford/AstraZeneca,240893
Latvia,6/7/2021,Pfizer/BioNTech,474706
Latvia,6/8/2021,Johnson&Johnson,32528
Latvia,6/8/2021,Moderna,171435
Latvia,6/8/2021,Oxford/AstraZeneca,244176
Latvia,6/8/2021,Pfizer/BioNTech,485857
Latvia,6/9/2021,Johnson&Johnson,33743
Latvia,6/9/2021,Moderna,173677
Latvia,6/9/2021,Oxford/AstraZeneca,247731
Latvia,6/9/2021,Pfizer/BioNTech,497141
Latvia,6/10/2021,Johnson&Johnson,35336
Latvia,6/10/2021,Moderna,176032
Latvia,6/10/2021,Oxford/AstraZeneca,250846
Latvia,6/10/2021,Pfizer/BioNTech,507050
Latvia,6/11/2021,Johnson&Johnson,36908
Latvia,6/11/2021,Moderna,178659
Latvia,6/11/2021,Oxford/AstraZeneca,253345
Latvia,6/11/2021,Pfizer/BioNTech,517625
Latvia,6/12/2021,Johnson&Johnson,38196
Latvia,6/12/2021,Moderna,179706
Latvia,6/12/2021,Oxford/AstraZeneca,253566
Latvia,6/12/2021,Pfizer/BioNTech,523305
Latvia,6/13/2021,Johnson&Johnson,38659
Latvia,6/13/2021,Moderna,180031
Latvia,6/13/2021,Oxford/AstraZeneca,253575
Latvia,6/13/2021,Pfizer/BioNTech,524128
Latvia,6/14/2021,Johnson&Johnson,39548
Latvia,6/14/2021,Moderna,181897
Latvia,6/14/2021,Oxford/AstraZeneca,254834
Latvia,6/14/2021,Pfizer/BioNTech,530403
Latvia,6/15/2021,Johnson&Johnson,41210
Latvia,6/15/2021,Moderna,183607
Latvia,6/15/2021,Oxford/AstraZeneca,257612
Latvia,6/15/2021,Pfizer/BioNTech,537189
Latvia,6/16/2021,Johnson&Johnson,42803
Latvia,6/16/2021,Moderna,185414
Latvia,6/16/2021,Oxford/AstraZeneca,260361
Latvia,6/16/2021,Pfizer/BioNTech,546607
Latvia,6/17/2021,Johnson&Johnson,44454
Latvia,6/17/2021,Moderna,186973
Latvia,6/17/2021,Oxford/AstraZeneca,262605
Latvia,6/17/2021,Pfizer/BioNTech,554395
Latvia,6/18/2021,Johnson&Johnson,46456
Latvia,6/18/2021,Moderna,188873
Latvia,6/18/2021,Oxford/AstraZeneca,264665
Latvia,6/18/2021,Pfizer/BioNTech,565596
Latvia,6/19/2021,Johnson&Johnson,47940
Latvia,6/19/2021,Moderna,190430
Latvia,6/19/2021,Oxford/AstraZeneca,265185
Latvia,6/19/2021,Pfizer/BioNTech,570409
Latvia,6/20/2021,Johnson&Johnson,48600
Latvia,6/20/2021,Moderna,191132
Latvia,6/20/2021,Oxford/AstraZeneca,265248
Latvia,6/20/2021,Pfizer/BioNTech,572440
Latvia,6/21/2021,Johnson&Johnson,50113
Latvia,6/21/2021,Moderna,192848
Latvia,6/21/2021,Oxford/AstraZeneca,268272
Latvia,6/21/2021,Pfizer/BioNTech,578633
Latvia,6/22/2021,Johnson&Johnson,51403
Latvia,6/22/2021,Moderna,194236
Latvia,6/22/2021,Oxford/AstraZeneca,269339
Latvia,6/22/2021,Pfizer/BioNTech,585191
Latvia,6/23/2021,Johnson&Johnson,51529
Latvia,6/23/2021,Moderna,194259
Latvia,6/23/2021,Oxford/AstraZeneca,269340
Latvia,6/23/2021,Pfizer/BioNTech,585362
Latvia,6/24/2021,Johnson&Johnson,51539
Latvia,6/24/2021,Moderna,194274
Latvia,6/24/2021,Oxford/AstraZeneca,269342
Latvia,6/24/2021,Pfizer/BioNTech,585419
Latvia,6/25/2021,Johnson&Johnson,51866
Latvia,6/25/2021,Moderna,195542
Latvia,6/25/2021,Oxford/AstraZeneca,269476
Latvia,6/25/2021,Pfizer/BioNTech,586663
Latvia,6/26/2021,Johnson&Johnson,52476
Latvia,6/26/2021,Moderna,195772
Latvia,6/26/2021,Oxford/AstraZeneca,270615
Latvia,6/26/2021,Pfizer/BioNTech,587879
Latvia,6/27/2021,Johnson&Johnson,52947
Latvia,6/27/2021,Moderna,195932
Latvia,6/27/2021,Oxford/AstraZeneca,271845
Latvia,6/27/2021,Pfizer/BioNTech,588285
Latvia,6/28/2021,Johnson&Johnson,54251
Latvia,6/28/2021,Moderna,198267
Latvia,6/28/2021,Oxford/AstraZeneca,274879
Latvia,6/28/2021,Pfizer/BioNTech,597027
Latvia,6/29/2021,Johnson&Johnson,56090
Latvia,6/29/2021,Moderna,200486
Latvia,6/29/2021,Oxford/AstraZeneca,276969
Latvia,6/29/2021,Pfizer/BioNTech,605192
Latvia,6/30/2021,Johnson&Johnson,58007
Latvia,6/30/2021,Moderna,202255
Latvia,6/30/2021,Oxford/AstraZeneca,279758
Latvia,6/30/2021,Pfizer/BioNTech,613337
Latvia,7/1/2021,Johnson&Johnson,59679
Latvia,7/1/2021,Moderna,203980
Latvia,7/1/2021,Oxford/AstraZeneca,280979
Latvia,7/1/2021,Pfizer/BioNTech,620392
Latvia,7/2/2021,Johnson&Johnson,61641
Latvia,7/2/2021,Moderna,206510
Latvia,7/2/2021,Oxford/AstraZeneca,282264
Latvia,7/2/2021,Pfizer/BioNTech,626980
Latvia,7/3/2021,Johnson&Johnson,63207
Latvia,7/3/2021,Moderna,207335
Latvia,7/3/2021,Oxford/AstraZeneca,284717
Latvia,7/3/2021,Pfizer/BioNTech,630698
Latvia,7/4/2021,Johnson&Johnson,64030
Latvia,7/4/2021,Moderna,207462
Latvia,7/4/2021,Oxford/AstraZeneca,284744
Latvia,7/4/2021,Pfizer/BioNTech,631926
Latvia,7/5/2021,Johnson&Johnson,65558
Latvia,7/5/2021,Moderna,208535
Latvia,7/5/2021,Oxford/AstraZeneca,285213
Latvia,7/5/2021,Pfizer/BioNTech,636501
Latvia,7/6/2021,Johnson&Johnson,67587
Latvia,7/6/2021,Moderna,209107
Latvia,7/6/2021,Oxford/AstraZeneca,285777
Latvia,7/6/2021,Pfizer/BioNTech,642140
Latvia,7/7/2021,Johnson&Johnson,70096
Latvia,7/7/2021,Moderna,209746
Latvia,7/7/2021,Oxford/AstraZeneca,286398
Latvia,7/7/2021,Pfizer/BioNTech,648449
Latvia,7/8/2021,Johnson&Johnson,72076
Latvia,7/8/2021,Moderna,210227
Latvia,7/8/2021,Oxford/AstraZeneca,286854
Latvia,7/8/2021,Pfizer/BioNTech,654148
Latvia,7/9/2021,Johnson&Johnson,74580
Latvia,7/9/2021,Moderna,210744
Latvia,7/9/2021,Oxford/AstraZeneca,289036
Latvia,7/9/2021,Pfizer/BioNTech,660112
Latvia,7/10/2021,Johnson&Johnson,76172
Latvia,7/10/2021,Moderna,211528
Latvia,7/10/2021,Oxford/AstraZeneca,291349
Latvia,7/10/2021,Pfizer/BioNTech,663379
Latvia,7/11/2021,Johnson&Johnson,77074
Latvia,7/11/2021,Moderna,211695
Latvia,7/11/2021,Oxford/AstraZeneca,291527
Latvia,7/11/2021,Pfizer/BioNTech,664155
Latvia,7/12/2021,Johnson&Johnson,78704
Latvia,7/12/2021,Moderna,212490
Latvia,7/12/2021,Oxford/AstraZeneca,291812
Latvia,7/12/2021,Pfizer/BioNTech,667765
Latvia,7/13/2021,Johnson&Johnson,80764
Latvia,7/13/2021,Moderna,212905
Latvia,7/13/2021,Oxford/AstraZeneca,292041
Latvia,7/13/2021,Pfizer/BioNTech,671530
Latvia,7/14/2021,Johnson&Johnson,82993
Latvia,7/14/2021,Moderna,213556
Latvia,7/14/2021,Oxford/AstraZeneca,292316
Latvia,7/14/2021,Pfizer/BioNTech,674078
Latvia,7/15/2021,Johnson&Johnson,84619
Latvia,7/15/2021,Moderna,214156
Latvia,7/15/2021,Oxford/AstraZeneca,292545
Latvia,7/15/2021,Pfizer/BioNTech,676277
Latvia,7/16/2021,Johnson&Johnson,86590
Latvia,7/16/2021,Moderna,214696
Latvia,7/16/2021,Oxford/AstraZeneca,292645
Latvia,7/16/2021,Pfizer/BioNTech,679184
Latvia,7/17/2021,Johnson&Johnson,88143
Latvia,7/17/2021,Moderna,214882
Latvia,7/17/2021,Oxford/AstraZeneca,292697
Latvia,7/17/2021,Pfizer/BioNTech,680890
Latvia,7/18/2021,Johnson&Johnson,88545
Latvia,7/18/2021,Moderna,215029
Latvia,7/18/2021,Oxford/AstraZeneca,292703
Latvia,7/18/2021,Pfizer/BioNTech,681520
Latvia,7/19/2021,Johnson&Johnson,89640
Latvia,7/19/2021,Moderna,215289
Latvia,7/19/2021,Oxford/AstraZeneca,292726
Latvia,7/19/2021,Pfizer/BioNTech,684677
Latvia,7/20/2021,Johnson&Johnson,90654
Latvia,7/20/2021,Moderna,215691
Latvia,7/20/2021,Oxford/AstraZeneca,292918
Latvia,7/20/2021,Pfizer/BioNTech,688419
Liechtenstein,2/12/2021,Moderna,368
Liechtenstein,2/12/2021,Pfizer/BioNTech,797
Liechtenstein,2/19/2021,Moderna,888
Liechtenstein,2/19/2021,Pfizer/BioNTech,917
Liechtenstein,2/26/2021,Moderna,1256
Liechtenstein,2/26/2021,Pfizer/BioNTech,1333
Liechtenstein,3/5/2021,Moderna,1256
Liechtenstein,3/5/2021,Pfizer/BioNTech,1862
Liechtenstein,3/12/2021,Moderna,1904
Liechtenstein,3/12/2021,Pfizer/BioNTech,1862
Liechtenstein,3/19/2021,Moderna,2423
Liechtenstein,3/19/2021,Pfizer/BioNTech,1912
Liechtenstein,3/26/2021,Moderna,2423
Liechtenstein,3/26/2021,Pfizer/BioNTech,3036
Liechtenstein,4/2/2021,Moderna,2912
Liechtenstein,4/2/2021,Pfizer/BioNTech,3561
Liechtenstein,4/9/2021,Moderna,3822
Liechtenstein,4/9/2021,Pfizer/BioNTech,3561
Liechtenstein,4/16/2021,Moderna,4361
Liechtenstein,4/16/2021,Pfizer/BioNTech,4468
Liechtenstein,4/23/2021,Moderna,5199
Liechtenstein,4/23/2021,Pfizer/BioNTech,6227
Liechtenstein,4/30/2021,Moderna,6198
Liechtenstein,4/30/2021,Pfizer/BioNTech,6769
Liechtenstein,5/7/2021,Moderna,7569
Liechtenstein,5/7/2021,Pfizer/BioNTech,6769
Liechtenstein,5/14/2021,Moderna,8669
Liechtenstein,5/14/2021,Pfizer/BioNTech,7633
Liechtenstein,5/21/2021,Moderna,8959
Liechtenstein,5/21/2021,Pfizer/BioNTech,7901
Liechtenstein,5/28/2021,Moderna,10327
Liechtenstein,5/28/2021,Pfizer/BioNTech,8736
Liechtenstein,6/4/2021,Moderna,13100
Liechtenstein,6/4/2021,Pfizer/BioNTech,8736
Liechtenstein,6/11/2021,Moderna,15396
Liechtenstein,6/11/2021,Pfizer/BioNTech,9314
Liechtenstein,6/18/2021,Moderna,18203
Liechtenstein,6/18/2021,Pfizer/BioNTech,9314
Liechtenstein,6/25/2021,Moderna,19302
Liechtenstein,6/25/2021,Pfizer/BioNTech,9832
Liechtenstein,7/2/2021,Moderna,21577
Liechtenstein,7/2/2021,Pfizer/BioNTech,9832
Liechtenstein,7/9/2021,Moderna,23589
Liechtenstein,7/9/2021,Pfizer/BioNTech,10437
Liechtenstein,7/16/2021,Moderna,25915
Liechtenstein,7/16/2021,Pfizer/BioNTech,10437
Lithuania,12/27/2020,Pfizer/BioNTech,2454
Lithuania,12/28/2020,Pfizer/BioNTech,5211
Lithuania,12/29/2020,Pfizer/BioNTech,8185
Lithuania,12/30/2020,Pfizer/BioNTech,9717
Lithuania,12/31/2020,Pfizer/BioNTech,9742
Lithuania,1/1/2021,Pfizer/BioNTech,9742
Lithuania,1/2/2021,Pfizer/BioNTech,9742
Lithuania,1/3/2021,Pfizer/BioNTech,9742
Lithuania,1/4/2021,Pfizer/BioNTech,9744
Lithuania,1/5/2021,Pfizer/BioNTech,10368
Lithuania,1/6/2021,Pfizer/BioNTech,13873
Lithuania,1/7/2021,Pfizer/BioNTech,18053
Lithuania,1/8/2021,Pfizer/BioNTech,23242
Lithuania,1/9/2021,Pfizer/BioNTech,23546
Lithuania,1/10/2021,Pfizer/BioNTech,23549
Lithuania,1/11/2021,Pfizer/BioNTech,25754
Lithuania,1/12/2021,Pfizer/BioNTech,27847
Lithuania,1/13/2021,Moderna,163
Lithuania,1/13/2021,Pfizer/BioNTech,33949
Lithuania,1/14/2021,Moderna,471
Lithuania,1/14/2021,Pfizer/BioNTech,42325
Lithuania,1/15/2021,Moderna,1043
Lithuania,1/15/2021,Pfizer/BioNTech,49087
Lithuania,1/16/2021,Moderna,1043
Lithuania,1/16/2021,Pfizer/BioNTech,50192
Lithuania,1/17/2021,Moderna,1044
Lithuania,1/17/2021,Pfizer/BioNTech,51324
Lithuania,1/18/2021,Moderna,1581
Lithuania,1/18/2021,Pfizer/BioNTech,55321
Lithuania,1/19/2021,Moderna,2077
Lithuania,1/19/2021,Pfizer/BioNTech,61122
Lithuania,1/20/2021,Moderna,2315
Lithuania,1/20/2021,Pfizer/BioNTech,64365
Lithuania,1/21/2021,Moderna,2375
Lithuania,1/21/2021,Pfizer/BioNTech,65854
Lithuania,1/22/2021,Moderna,2375
Lithuania,1/22/2021,Pfizer/BioNTech,66248
Lithuania,1/23/2021,Moderna,2375
Lithuania,1/23/2021,Pfizer/BioNTech,66256
Lithuania,1/24/2021,Moderna,2375
Lithuania,1/24/2021,Pfizer/BioNTech,66256
Lithuania,1/25/2021,Moderna,2375
Lithuania,1/25/2021,Pfizer/BioNTech,66361
Lithuania,1/26/2021,Moderna,2375
Lithuania,1/26/2021,Pfizer/BioNTech,69514
Lithuania,1/27/2021,Moderna,2375
Lithuania,1/27/2021,Pfizer/BioNTech,76436
Lithuania,1/28/2021,Moderna,2375
Lithuania,1/28/2021,Pfizer/BioNTech,83550
Lithuania,1/29/2021,Moderna,2375
Lithuania,1/29/2021,Pfizer/BioNTech,91641
Lithuania,1/30/2021,Moderna,2375
Lithuania,1/30/2021,Pfizer/BioNTech,92285
Lithuania,1/31/2021,Moderna,2375
Lithuania,1/31/2021,Pfizer/BioNTech,92293
Lithuania,2/1/2021,Moderna,2375
Lithuania,2/1/2021,Pfizer/BioNTech,95184
Lithuania,2/2/2021,Moderna,2697
Lithuania,2/2/2021,Oxford/AstraZeneca,2
Lithuania,2/2/2021,Pfizer/BioNTech,98781
Lithuania,2/3/2021,Moderna,3328
Lithuania,2/3/2021,Oxford/AstraZeneca,2
Lithuania,2/3/2021,Pfizer/BioNTech,104973
Lithuania,2/4/2021,Moderna,3910
Lithuania,2/4/2021,Oxford/AstraZeneca,3
Lithuania,2/4/2021,Pfizer/BioNTech,114267
Lithuania,2/5/2021,Moderna,4055
Lithuania,2/5/2021,Oxford/AstraZeneca,3
Lithuania,2/5/2021,Pfizer/BioNTech,121479
Lithuania,2/6/2021,Moderna,4055
Lithuania,2/6/2021,Oxford/AstraZeneca,4
Lithuania,2/6/2021,Pfizer/BioNTech,122209
Lithuania,2/7/2021,Moderna,4055
Lithuania,2/7/2021,Oxford/AstraZeneca,4
Lithuania,2/7/2021,Pfizer/BioNTech,122306
Lithuania,2/8/2021,Moderna,4143
Lithuania,2/8/2021,Oxford/AstraZeneca,4
Lithuania,2/8/2021,Pfizer/BioNTech,124888
Lithuania,2/9/2021,Moderna,4383
Lithuania,2/9/2021,Oxford/AstraZeneca,304
Lithuania,2/9/2021,Pfizer/BioNTech,127218
Lithuania,2/10/2021,Moderna,4696
Lithuania,2/10/2021,Oxford/AstraZeneca,3029
Lithuania,2/10/2021,Pfizer/BioNTech,130344
Lithuania,2/11/2021,Moderna,5127
Lithuania,2/11/2021,Oxford/AstraZeneca,5531
Lithuania,2/11/2021,Pfizer/BioNTech,136489
Lithuania,2/12/2021,Moderna,5754
Lithuania,2/12/2021,Oxford/AstraZeneca,7475
Lithuania,2/12/2021,Pfizer/BioNTech,141231
Lithuania,2/13/2021,Moderna,5755
Lithuania,2/13/2021,Oxford/AstraZeneca,7789
Lithuania,2/13/2021,Pfizer/BioNTech,141363
Lithuania,2/14/2021,Moderna,5755
Lithuania,2/14/2021,Oxford/AstraZeneca,7789
Lithuania,2/14/2021,Pfizer/BioNTech,141364
Lithuania,2/15/2021,Moderna,7006
Lithuania,2/15/2021,Oxford/AstraZeneca,9639
Lithuania,2/15/2021,Pfizer/BioNTech,142914
Lithuania,2/16/2021,Moderna,7006
Lithuania,2/16/2021,Oxford/AstraZeneca,9639
Lithuania,2/16/2021,Pfizer/BioNTech,143437
Lithuania,2/17/2021,Moderna,8359
Lithuania,2/17/2021,Oxford/AstraZeneca,10617
Lithuania,2/17/2021,Pfizer/BioNTech,149397
Lithuania,2/18/2021,Moderna,8896
Lithuania,2/18/2021,Oxford/AstraZeneca,12109
Lithuania,2/18/2021,Pfizer/BioNTech,158721
Lithuania,2/19/2021,Moderna,9373
Lithuania,2/19/2021,Oxford/AstraZeneca,14891
Lithuania,2/19/2021,Pfizer/BioNTech,165956
Lithuania,2/20/2021,Moderna,9373
Lithuania,2/20/2021,Oxford/AstraZeneca,15193
Lithuania,2/20/2021,Pfizer/BioNTech,166660
Lithuania,2/21/2021,Moderna,9373
Lithuania,2/21/2021,Oxford/AstraZeneca,15193
Lithuania,2/21/2021,Pfizer/BioNTech,166660
Lithuania,2/22/2021,Moderna,9541
Lithuania,2/22/2021,Oxford/AstraZeneca,17270
Lithuania,2/22/2021,Pfizer/BioNTech,169891
Lithuania,2/23/2021,Moderna,9954
Lithuania,2/23/2021,Oxford/AstraZeneca,19284
Lithuania,2/23/2021,Pfizer/BioNTech,176123
Lithuania,2/24/2021,Moderna,10088
Lithuania,2/24/2021,Oxford/AstraZeneca,21995
Lithuania,2/24/2021,Pfizer/BioNTech,185011
Lithuania,2/25/2021,Moderna,10799
Lithuania,2/25/2021,Oxford/AstraZeneca,26112
Lithuania,2/25/2021,Pfizer/BioNTech,192053
Lithuania,2/26/2021,Moderna,12304
Lithuania,2/26/2021,Oxford/AstraZeneca,30417
Lithuania,2/26/2021,Pfizer/BioNTech,196289
Lithuania,2/27/2021,Moderna,12304
Lithuania,2/27/2021,Oxford/AstraZeneca,31065
Lithuania,2/27/2021,Pfizer/BioNTech,196434
Lithuania,2/28/2021,Moderna,12304
Lithuania,2/28/2021,Oxford/AstraZeneca,31463
Lithuania,2/28/2021,Pfizer/BioNTech,196485
Lithuania,3/1/2021,Moderna,15790
Lithuania,3/1/2021,Oxford/AstraZeneca,34273
Lithuania,3/1/2021,Pfizer/BioNTech,197760
Lithuania,3/2/2021,Moderna,17679
Lithuania,3/2/2021,Oxford/AstraZeneca,35960
Lithuania,3/2/2021,Pfizer/BioNTech,203535
Lithuania,3/3/2021,Moderna,19488
Lithuania,3/3/2021,Oxford/AstraZeneca,39105
Lithuania,3/3/2021,Pfizer/BioNTech,210593
Lithuania,3/4/2021,Moderna,20557
Lithuania,3/4/2021,Oxford/AstraZeneca,42625
Lithuania,3/4/2021,Pfizer/BioNTech,221484
Lithuania,3/5/2021,Moderna,21138
Lithuania,3/5/2021,Oxford/AstraZeneca,46926
Lithuania,3/5/2021,Pfizer/BioNTech,230630
Lithuania,3/6/2021,Moderna,21226
Lithuania,3/6/2021,Oxford/AstraZeneca,47189
Lithuania,3/6/2021,Pfizer/BioNTech,230905
Lithuania,3/7/2021,Moderna,21226
Lithuania,3/7/2021,Oxford/AstraZeneca,47189
Lithuania,3/7/2021,Pfizer/BioNTech,230907
Lithuania,3/8/2021,Moderna,21707
Lithuania,3/8/2021,Oxford/AstraZeneca,53898
Lithuania,3/8/2021,Pfizer/BioNTech,232643
Lithuania,3/9/2021,Moderna,22671
Lithuania,3/9/2021,Oxford/AstraZeneca,56666
Lithuania,3/9/2021,Pfizer/BioNTech,240817
Lithuania,3/10/2021,Moderna,22866
Lithuania,3/10/2021,Oxford/AstraZeneca,62718
Lithuania,3/10/2021,Pfizer/BioNTech,250217
Lithuania,3/11/2021,Moderna,22866
Lithuania,3/11/2021,Oxford/AstraZeneca,63075
Lithuania,3/11/2021,Pfizer/BioNTech,250997
Lithuania,3/12/2021,Moderna,23120
Lithuania,3/12/2021,Oxford/AstraZeneca,69290
Lithuania,3/12/2021,Pfizer/BioNTech,262475
Lithuania,3/13/2021,Moderna,23120
Lithuania,3/13/2021,Oxford/AstraZeneca,69578
Lithuania,3/13/2021,Pfizer/BioNTech,263934
Lithuania,3/14/2021,Moderna,23120
Lithuania,3/14/2021,Oxford/AstraZeneca,69586
Lithuania,3/14/2021,Pfizer/BioNTech,263951
Lithuania,3/15/2021,Moderna,23220
Lithuania,3/15/2021,Oxford/AstraZeneca,75362
Lithuania,3/15/2021,Pfizer/BioNTech,266129
